x,f
73420.0,846.0
73440.0,828.0
73460.0,816.0
73480.0,807.0
73500.0,800.0
73520.0,783.0
73540.0,775.0
73560.0,775.0
73580.0,770.0
73600.0,760.0
73620.0,755.0
73640.0,754.0
73660.0,728.0
73680.0,744.0
73700.0,759.0
73720.0,753.0
73740.0,741.0
73760.0,751.0
73780.0,764.0
73800.0,763.0
73820.0,765.0
73840.0,767.0
73860.0,767.0
73880.0,758.0
73900.0,738.0
73920.0,720.0
73940.0,705.0
73960.0,701.0
73980.0,671.0
74000.0,649.0
74020.0,648.0
74040.0,625.0
74060.0,598.0
74080.0,571.0
74100.0,545.0
74120.0,506.0
74140.0,484.0
74160.0,473.0
74180.0,445.0
74200.0,424.0
74220.0,400.0
74240.0,369.0
74260.0,353.0
74280.0,339.0
74300.0,327.0
74320.0,317.0
74340.0,298.0
74360.0,282.0
74380.0,272.0
74400.0,269.0
74420.0,258.0
74440.0,251.0
74460.0,252.0
74480.0,248.0
74500.0,242.0
74520.0,235.0
74540.0,231.0
74560.0,238.0
74580.0,241.0
74600.0,235.0
74620.0,228.0
74640.0,228.0
74660.0,230.0
74680.0,231.0
74700.0,237.0
74720.0,243.0
74740.0,247.0
74760.0,250.0
74780.0,248.0
74800.0,244.0
74820.0,241.0
74840.0,237.0
74860.0,233.0
74880.0,232.0
74900.0,230.0
74920.0,230.0
74940.0,234.0
74960.0,247.0
74980.0,248.0
75000.0,245.0
75020.0,239.0
75040.0,248.0
75060.0,253.0
75080.0,250.0
75100.0,228.0
75120.0,231.0
75140.0,239.0
75160.0,245.0
75180.0,240.0
75200.0,233.0
75220.0,225.0
75240.0,219.0
75260.0,218.0
75280.0,216.0
75300.0,209.0
75320.0,206.0
75340.0,207.0
75360.0,210.0
75380.0,204.0
75400.0,203.0
75420.0,203.0
75440.0,198.0
75460.0,191.0
75480.0,184.0
75500.0,178.0
75520.0,168.0
75540.0,165.0
75560.0,167.0
75580.0,162.0
75600.0,157.0
75620.0,151.0
75640.0,147.0
75660.0,141.0
75680.0,136.0
75700.0,130.0
75720.0,126.0
75740.0,123.0
75760.0,121.0
75780.0,113.0
75800.0,109.0
75820.0,106.0
75840.0,101.0
75860.0,95.4
75880.0,90.8
75900.0,88.1
75920.0,85.0
75940.0,81.2
75960.0,76.8
75980.0,75.7
76000.0,72.1
76020.0,67.2
76040.0,63.8
76060.0,61.0
76080.0,57.6
76100.0,51.9
76120.0,50.2
76140.0,48.4
76160.0,45.3
76180.0,40.6
76200.0,47.7
76220.0,52.4
76240.0,32.1
76260.0,29.1
76280.0,31.5
76300.0,43.2
76320.0,34.2
76340.0,21.9
76360.0,38.1
76380.0,36.9
76400.0,29.4
